level	page_num	par_num	block_num	line_num	word_num	left	top	width	height	conf	text
4	3	1	0	3	0	125.435000	120.683017	20.174175	8.069670	-1	###LINE###
5	3	1	0	3	0	125.44	120.68	20.17	8.07	100	2,086
4	3	1	0	4	0	125.435000	132.110017	8.966300	8.069670	-1	###LINE###
5	3	1	0	4	0	125.44	132.11	8.97	8.07	100	67
4	3	1	0	5	0	125.435000	143.878017	20.174175	8.069670	-1	###LINE###
5	3	1	0	5	0	125.44	143.88	20.17	8.07	100	5,508
3	3	2	0	0	0	155.570734	86.121781	24.657325	65.825906	-1	###FLOW###
4	3	2	0	0	0	155.570734	86.121781	13.449450	7.899310	-1	###LINE###
5	3	2	0	0	0	155.57	86.12	13.45	7.90	100	QA
4	3	2	0	1	0	155.570734	97.827017	20.174175	8.069670	-1	###LINE###
5	3	2	0	1	0	155.57	97.83	20.17	8.07	100	4,025
4	3	2	0	2	0	155.570734	109.255017	20.174175	8.069670	-1	###LINE###
5	3	2	0	2	0	155.57	109.26	20.17	8.07	100	3,276
4	3	2	0	3	0	155.570734	120.683017	20.174175	8.069670	-1	###LINE###
5	3	2	0	3	0	155.57	120.68	20.17	8.07	100	4,167
4	3	2	0	4	0	155.570734	132.110017	13.449450	8.069670	-1	###LINE###
5	3	2	0	4	0	155.57	132.11	13.45	8.07	100	132
4	3	2	0	5	0	155.570734	143.878017	24.657325	8.069670	-1	###LINE###
5	3	2	0	5	0	155.57	143.88	24.66	8.07	100	11,600
3	3	3	0	0	0	190.189619	84.292656	60.022281	67.655031	-1	###FLOW###
4	3	3	0	0	0	190.189619	84.292656	60.022281	9.728436	-1	###LINE###
5	3	3	0	0	0	190.19	86.12	10.45	7.90	100	(1)
5	3	3	0	0	1	202.89	84.29	47.32	8.97	100	はい/いいえ
4	3	3	0	1	0	190.189619	97.827017	13.449450	8.069670	-1	###LINE###
5	3	3	0	1	0	190.19	97.83	13.45	8.07	100	605
4	3	3	0	2	0	190.189619	109.255017	13.449450	8.069670	-1	###LINE###
5	3	3	0	2	0	190.19	109.26	13.45	8.07	100	545
4	3	3	0	3	0	190.189619	120.683017	13.449450	8.069670	-1	###LINE###
5	3	3	0	3	0	190.19	120.68	13.45	8.07	100	703
4	3	3	0	4	0	190.189619	132.110017	4.483150	8.069670	-1	###LINE###
5	3	3	0	4	0	190.19	132.11	4.48	8.07	100	2
4	3	3	0	5	0	190.189619	143.878017	20.174175	8.069670	-1	###LINE###
5	3	3	0	5	0	190.19	143.88	20.17	8.07	100	1,855
3	3	4	0	0	0	258.381000	84.292656	48.562200	67.655031	-1	###FLOW###
4	3	4	0	0	0	258.381000	84.292656	48.562200	9.728436	-1	###LINE###
5	3	4	0	0	0	258.38	86.12	10.45	7.90	100	(2)
5	3	4	0	0	1	271.08	84.29	35.87	8.97	100	事実抽出
4	3	4	0	1	0	258.381000	97.827017	13.449450	8.069670	-1	###LINE###
5	3	4	0	1	0	258.38	97.83	13.45	8.07	100	748
4	3	4	0	2	0	258.381000	109.255017	13.449450	8.069670	-1	###LINE###
5	3	4	0	2	0	258.38	109.26	13.45	8.07	100	593
4	3	4	0	3	0	258.381000	120.683017	13.449450	8.069670	-1	###LINE###
5	3	4	0	3	0	258.38	120.68	13.45	8.07	100	687
4	3	4	0	4	0	258.381000	132.110017	8.966300	8.069670	-1	###LINE###
5	3	4	0	4	0	258.38	132.11	8.97	8.07	100	24
4	3	4	0	5	0	258.381000	143.878017	20.174175	8.069670	-1	###LINE###
5	3	4	0	5	0	258.38	143.88	20.17	8.07	100	2,052
3	3	5	0	0	0	315.112000	84.292656	30.629600	67.655031	-1	###FLOW###
4	3	5	0	0	0	315.112000	84.292656	30.629600	9.728436	-1	###LINE###
5	3	5	0	0	0	315.11	86.12	10.45	7.90	100	(3)
5	3	5	0	0	1	327.81	84.29	17.93	8.97	100	数量
4	3	5	0	1	0	315.112000	97.827017	13.449450	8.069670	-1	###LINE###
5	3	5	0	1	0	315.11	97.83	13.45	8.07	100	660
4	3	5	0	2	0	315.112000	109.255017	13.449450	8.069670	-1	###LINE###
5	3	5	0	2	0	315.11	109.26	13.45	8.07	100	507
4	3	5	0	3	0	315.112000	120.683017	13.449450	8.069670	-1	###LINE###
5	3	5	0	3	0	315.11	120.68	13.45	8.07	100	693
4	3	5	0	4	0	315.112000	132.110017	4.483150	8.069670	-1	###LINE###
5	3	5	0	4	0	315.11	132.11	4.48	8.07	100	6
4	3	5	0	5	0	315.112000	143.878017	20.174175	8.069670	-1	###LINE###
5	3	5	0	5	0	315.11	143.88	20.17	8.07	100	1,866
3	3	6	0	0	0	353.909180	84.292656	48.563020	67.655031	-1	###FLOW###
4	3	6	0	0	0	353.911000	84.292656	48.561200	9.728436	-1	###LINE###
5	3	6	0	0	0	353.91	86.12	10.45	7.90	100	(4)
5	3	6	0	0	1	366.61	84.29	35.87	8.97	100	自由記述
4	3	6	0	1	0	353.909180	97.827017	20.174175	8.069670	-1	###LINE###
5	3	6	0	1	0	353.91	97.83	20.17	8.07	100	2,012
4	3	6	0	2	0	353.909180	109.255017	20.174175	8.069670	-1	###LINE###
5	3	6	0	2	0	353.91	109.26	20.17	8.07	100	1,631
4	3	6	0	3	0	353.909180	120.683017	20.174175	8.069670	-1	###LINE###
5	3	6	0	3	0	353.91	120.68	20.17	8.07	100	2,084
4	3	6	0	4	0	353.911000	132.110017	13.449450	8.069670	-1	###LINE###
5	3	6	0	4	0	353.91	132.11	13.45	8.07	100	100
4	3	6	0	5	0	353.909180	143.878017	20.174175	8.069670	-1	###LINE###
5	3	6	0	5	0	353.91	143.88	20.17	8.07	100	5,827
3	3	7	0	0	0	410.640499	84.292656	62.764100	67.655031	-1	###FLOW###
4	3	7	0	0	0	410.640499	84.292656	62.764100	8.966300	-1	###LINE###
5	3	7	0	0	0	410.64	84.29	62.76	8.97	100	複数ページ問題
4	3	7	0	1	0	410.642000	97.827017	8.966300	8.069670	-1	###LINE###
5	3	7	0	1	0	410.64	97.83	8.97	8.07	100	46
4	3	7	0	2	0	410.642000	109.255017	13.449450	8.069670	-1	###LINE###
5	3	7	0	2	0	410.64	109.26	13.45	8.07	100	448
4	3	7	0	3	0	410.642000	120.683017	13.449450	8.069670	-1	###LINE###
5	3	7	0	3	0	410.64	120.68	13.45	8.07	100	506
4	3	7	0	4	0	410.642000	132.110017	4.483150	8.069670	-1	###LINE###
5	3	7	0	4	0	410.64	132.11	4.48	8.07	100	0
4	3	7	0	5	0	410.642000	143.878017	20.174175	8.069670	-1	###LINE###
5	3	7	0	5	0	410.64	143.88	20.17	8.07	100	1,000
3	3	8	0	0	0	483.366159	84.292656	53.797800	67.655031	-1	###FLOW###
4	3	8	0	0	0	483.366159	84.292656	53.797800	8.966300	-1	###LINE###
5	3	8	0	0	0	483.37	84.29	53.80	8.97	100	解答不能問題
4	3	8	0	1	0	483.369000	97.827017	13.449450	8.069670	-1	###LINE###
5	3	8	0	1	0	483.37	97.83	13.45	8.07	100	671
4	3	8	0	2	0	483.368000	109.255017	13.449450	8.069670	-1	###LINE###
5	3	8	0	2	0	483.37	109.26	13.45	8.07	100	449
4	3	8	0	3	0	483.368000	120.683017	13.449450	8.069670	-1	###LINE###
5	3	8	0	3	0	483.37	120.68	13.45	8.07	100	668
4	3	8	0	4	0	483.368000	132.110017	4.483150	8.069670	-1	###LINE###
5	3	8	0	4	0	483.37	132.11	4.48	8.07	100	0
4	3	8	0	5	0	483.369000	143.878017	20.174175	8.069670	-1	###LINE###
5	3	8	0	5	0	483.37	143.88	20.17	8.07	100	1,788
3	3	9	0	0	0	93.756000	158.502656	439.348700	8.966300	-1	###FLOW###
4	3	9	0	0	0	93.756000	158.502656	439.348700	8.966300	-1	###LINE###
5	3	9	0	0	0	93.76	158.50	439.35	8.97	100	ドキュメントカテゴリ別の統計量，質問解答種別数，複数ページにわたる質問応答件数，解答不能問題件数．
3	3	10	0	0	0	56.693000	178.626912	230.978362	10.928972	-1	###FLOW###
4	3	10	0	0	0	56.693000	178.626912	230.978362	10.928972	-1	###LINE###
5	3	10	0	0	0	56.69	178.63	129.69	9.96	100	ラメータサイズの代表的な
5	3	10	0	0	1	189.80	180.59	21.03	8.97	100	LLM
5	3	10	0	0	2	214.25	178.63	73.42	9.96	100	を選定し，学習
3	3	10	1	0	0	56.693000	193.570912	235.954218	9.962600	-1	###FLOW###
4	3	10	1	0	0	56.693000	193.570912	235.954218	9.962600	-1	###LINE###
5	3	10	1	0	0	56.69	193.57	235.95	9.96	100	データによるチューニングおよび評価を行った．
3	3	11	0	0	0	307.601000	187.431571	15.620681	10.642291	-1	###FLOW###
4	3	11	0	0	0	307.601000	187.431571	15.620681	10.642291	-1	###LINE###
5	3	11	0	0	0	307.60	187.43	15.62	10.64	100	3.3
3	3	12	0	0	0	335.176000	185.103424	47.820800	11.955200	-1	###FLOW###
4	3	12	0	0	0	335.176000	185.103424	47.820800	11.955200	-1	###LINE###
5	3	12	0	0	0	335.18	185.10	47.82	11.96	100	実験設定
3	3	13	0	0	0	56.693000	208.514912	230.979234	10.928972	-1	###FLOW###
4	3	13	0	0	0	56.693000	208.514912	230.979234	10.928972	-1	###LINE###
5	3	13	0	0	0	56.69	208.51	79.91	9.96	100	具体的には，rinna
5	3	13	0	0	1	138.99	210.48	108.67	8.97	100	japanese-gpt-4B-8k，rinna
5	3	13	0	0	2	250.05	210.48	37.62	8.97	100	japanese-
3	3	14	0	0	0	317.563000	208.514912	225.991618	9.962600	-1	###FLOW###
4	3	14	0	0	0	317.563000	208.514912	225.991618	9.962600	-1	###LINE###
5	3	14	0	0	0	317.56	208.51	225.99	9.96	100	データセットには解答不能問題が含まれるため，
3	3	15	0	0	0	56.693000	225.421544	230.982497	8.966340	-1	###FLOW###
4	3	15	0	0	0	56.693000	225.421544	230.982497	8.966340	-1	###LINE###
5	3	15	0	0	0	56.69	225.42	37.64	8.97	100	gpt-1B，
5	3	15	0	0	1	90.42	225.42	75.02	8.97	100	OpenCALM-7B，
5	3	15	0	0	2	161.52	225.42	58.36	8.97	100	weblab-10B，
5	3	15	0	0	3	215.96	225.42	59.78	8.97	100	PLaMo-13B，
5	3	15	0	0	4	271.82	225.42	15.85	8.97	100	Sta-
3	3	16	0	0	0	307.601000	223.458912	230.974753	10.928972	-1	###FLOW###
4	3	16	0	0	0	307.601000	223.458912	230.974753	10.928972	-1	###LINE###
5	3	16	0	0	0	307.60	225.42	21.03	8.97	100	LLM
5	3	16	0	0	1	331.53	223.46	207.04	9.96	100	がハルシネーションを起こすことが予想され
3	3	17	0	0	0	56.693000	240.365544	230.982505	8.966340	-1	###FLOW###
4	3	17	0	0	0	56.693000	240.365544	230.982505	8.966340	-1	###LINE###
5	3	17	0	0	0	56.69	240.37	31.55	8.97	100	bilityAI
5	3	17	0	0	1	90.65	240.37	197.03	8.97	100	Japanese-StableLM-Base-Alpha-7B，StabilityAI
3	3	18	0	0	0	307.601000	238.402912	230.972918	9.962600	-1	###FLOW###
4	3	18	0	0	0	307.601000	238.402912	230.972918	9.962600	-1	###LINE###
5	3	18	0	0	0	307.60	238.40	230.97	9.96	100	る．そこで，学習段階で解答不能問題のデータを含
3	3	19	0	0	0	56.693000	253.346912	230.981835	10.928972	-1	###FLOW###
4	3	19	0	0	0	56.693000	253.346912	230.981835	10.928972	-1	###LINE###
5	3	19	0	0	0	56.69	255.31	154.54	8.97	100	Japanese-StableLM-Instruct-Alpha-7B
5	3	19	0	0	1	214.85	253.35	9.96	9.96	100	お
5	3	19	0	0	2	225.94	253.35	9.96	9.96	100	よ
5	3	19	0	0	3	237.02	253.35	9.96	9.96	100	び
5	3	19	0	0	4	250.60	255.31	37.07	8.97	100	Llama-2-
3	3	20	0	0	0	307.601000	253.346912	230.974606	10.928972	-1	###FLOW###
4	3	20	0	0	0	307.601000	253.346912	230.974606	10.928972	-1	###LINE###
5	3	20	0	0	0	307.60	253.35	120.56	9.96	100	める場合と含めない場合の
5	3	20	0	0	1	430.75	255.31	4.98	8.97	100	2
5	3	20	0	0	2	438.31	253.35	100.26	9.96	100	通りの学習を行い，評
3	3	21	0	0	0	56.693000	268.290912	230.974597	10.928972	-1	###FLOW###
4	3	21	0	0	0	56.693000	268.290912	230.974597	10.928972	-1	###LINE###
5	3	21	0	0	0	56.69	270.25	11.63	8.97	100	7B
5	3	21	0	0	1	71.26	268.29	216.41	9.96	100	を使用した．入力トークンサイズは，公平性お
3	3	22	0	0	0	307.601000	268.290912	230.972918	9.962600	-1	###FLOW###
4	3	22	0	0	0	307.601000	268.290912	230.972918	9.962600	-1	###LINE###
5	3	22	0	0	0	307.60	268.29	230.97	9.96	100	価段階でもテストセットに解答不能問題を含める場
3	3	23	0	0	0	56.693000	283.234912	230.978873	10.928972	-1	###FLOW###
4	3	23	0	0	0	56.693000	283.234912	230.978873	10.928972	-1	###LINE###
5	3	23	0	0	0	56.69	283.23	113.37	9.96	100	よび簡単のため基本的に
5	3	23	0	0	1	172.94	285.20	19.93	8.97	100	1024
5	3	23	0	0	2	195.74	283.23	91.93	9.96	100	トークンとし，トー
3	3	24	0	0	0	307.601000	283.234912	209.214600	10.928972	-1	###FLOW###
4	3	24	0	0	0	307.601000	283.234912	209.214600	10.928972	-1	###LINE###
5	3	24	0	0	0	307.60	283.23	89.66	9.96	100	合と除外する場合の
5	3	24	0	0	1	399.76	285.20	4.98	8.97	100	2
5	3	24	0	0	2	407.23	283.23	109.59	9.96	100	通りのテストを行った．
3	3	25	0	0	0	56.693000	298.178912	230.972432	9.962600	-1	###FLOW###
4	3	25	0	0	0	56.693000	298.178912	230.972432	9.962600	-1	###LINE###
5	3	25	0	0	0	56.69	298.18	9.96	9.96	100	ク
5	3	25	0	0	1	67.89	298.18	9.96	9.96	100	ン
5	3	25	0	0	2	79.09	298.18	9.96	9.96	100	数
5	3	25	0	0	3	90.29	298.18	9.96	9.96	100	を
5	3	25	0	0	4	101.48	298.18	9.96	9.96	100	変
5	3	25	0	0	5	112.68	298.18	9.96	9.96	100	更
5	3	25	0	0	6	123.88	298.18	9.96	9.96	100	し
5	3	25	0	0	7	135.08	298.18	9.96	9.96	100	た
5	3	25	0	0	8	146.28	298.18	9.96	9.96	100	際
5	3	25	0	0	9	157.47	298.18	9.96	9.96	100	の
5	3	25	0	0	10	168.68	298.18	9.96	9.96	100	挙
5	3	25	0	0	11	179.88	298.18	9.96	9.96	100	動
5	3	25	0	0	12	191.08	298.18	9.96	9.96	100	を
5	3	25	0	0	13	202.28	298.18	9.96	9.96	100	調
5	3	25	0	0	14	213.47	298.18	9.96	9.96	100	べ
5	3	25	0	0	15	224.67	298.18	9.96	9.96	100	る
5	3	25	0	0	16	235.87	298.18	9.96	9.96	100	た
5	3	25	0	0	17	247.07	298.18	40.60	9.96	100	め，rinna
3	3	25	1	0	0	56.693000	313.122912	230.976629	10.928972	-1	###FLOW###
4	3	25	1	0	0	56.693000	313.122912	230.976629	10.928972	-1	###LINE###
5	3	25	1	0	0	56.69	315.09	78.58	8.97	100	japanese-gpt-4B-8k
5	3	25	1	0	1	138.18	313.12	9.96	9.96	100	を
5	3	25	1	0	2	151.06	315.09	90.51	8.97	100	2048，4096，および
5	3	25	1	0	3	244.49	315.09	19.93	8.97	100	8192
5	3	25	1	0	4	267.33	313.12	20.34	9.96	100	トー
3	3	25	2	0	0	56.693000	328.066912	89.663400	9.962600	-1	###FLOW###
4	3	25	2	0	0	56.693000	328.066912	89.663400	9.962600	-1	###LINE###
5	3	25	2	0	0	56.69	328.07	89.66	9.96	100	クンで学習させた．
3	3	25	3	0	0	66.656000	343.010912	126.764122	9.962600	-1	###FLOW###
4	3	25	3	0	0	66.656000	343.010912	126.764122	9.962600	-1	###LINE###
5	3	25	3	0	0	66.66	343.01	126.76	9.96	100	マルチモーダル入力モデル
3	3	26	0	0	0	328.838000	303.658024	27.895400	13.947700	-1	###FLOW###
4	3	26	0	0	0	328.838000	303.658024	27.895400	13.947700	-1	###LINE###
5	3	26	0	0	0	328.84	303.66	27.90	13.95	100	結果
3	3	27	0	0	0	307.601000	306.374154	7.289660	12.416022	-1	###FLOW###
4	3	27	0	0	0	307.601000	306.374154	7.289660	12.416022	-1	###LINE###
5	3	27	0	0	0	307.60	306.37	7.29	12.42	100	4
3	3	28	0	0	0	317.563000	328.066912	221.010318	9.962600	-1	###FLOW###
4	3	28	0	0	0	317.563000	328.066912	221.010318	9.962600	-1	###LINE###
5	3	28	0	0	0	317.56	328.07	221.01	9.96	100	テキストのみを入力するモデルの実験結果は
3	3	28	1	0	0	203.384000	343.010912	84.283596	9.962600	-1	###FLOW###
4	3	28	1	0	0	203.384000	343.010912	84.283596	9.962600	-1	###LINE###
5	3	28	1	0	0	203.38	343.01	84.28	9.96	100	日本語に対応しか
3	3	29	0	0	0	56.693000	357.954912	230.980440	25.871972	-1	###FLOW###
4	3	29	0	0	0	56.693000	357.954912	230.972918	9.962600	-1	###LINE###
5	3	29	0	0	0	56.69	357.95	230.97	9.96	100	つテキストと画像の両方を入力できるマルチモー
4	3	29	0	1	0	56.693000	372.897912	230.980440	10.928972	-1	###LINE###
5	3	29	0	1	0	56.69	372.90	9.96	9.96	100	ダ
5	3	29	0	1	1	67.69	372.90	9.96	9.96	100	ル
5	3	29	0	1	2	78.70	372.90	9.96	9.96	100	な
5	3	29	0	1	3	92.21	374.86	21.03	8.97	100	LLM
5	3	29	0	1	4	116.77	372.90	9.96	9.96	100	を
5	3	29	0	1	5	127.77	372.90	9.96	9.96	100	選
5	3	29	0	1	6	138.78	372.90	9.96	9.96	100	定
5	3	29	0	1	7	149.79	372.90	29.89	9.96	100	し，評
5	3	29	0	1	8	180.72	372.90	9.96	9.96	100	価
5	3	29	0	1	9	191.73	372.90	9.96	9.96	100	を
5	3	29	0	1	10	202.74	372.90	9.96	9.96	100	行
5	3	29	0	1	11	213.75	372.90	9.96	9.96	100	っ
5	3	29	0	1	12	224.76	372.90	29.89	9.96	100	た．具
5	3	29	0	1	13	255.69	372.90	9.96	9.96	100	体
5	3	29	0	1	14	266.70	372.90	9.96	9.96	100	的
5	3	29	0	1	15	277.71	372.90	9.96	9.96	100	に
3	3	29	1	0	0	56.693000	387.841912	230.982600	10.928972	-1	###FLOW###
4	3	29	1	0	0	56.693000	387.841912	230.982600	10.928972	-1	###LINE###
5	3	29	1	0	0	56.69	387.84	9.96	9.96	100	は
5	3	29	1	0	1	69.83	389.80	33.58	8.97	100	Stability
5	3	29	1	0	2	106.44	389.80	10.51	8.97	100	AI
5	3	29	1	0	3	119.99	389.80	154.55	8.97	100	Japanese-StableLM-Instruct-Alpha-7B
5	3	29	1	0	4	277.71	387.84	9.96	9.96	100	を
3	3	30	0	0	0	307.601000	343.010912	230.978004	10.928972	-1	###FLOW###
4	3	30	0	0	0	307.601000	343.010912	230.978004	10.928972	-1	###LINE###
5	3	30	0	0	0	307.60	343.01	9.96	9.96	100	表
5	3	30	0	0	1	320.23	344.97	218.35	8.97	100	2，テキストおよび画像を入力するモデルの実験
3	3	30	1	0	0	307.601000	357.954912	119.551200	10.928972	-1	###FLOW###
4	3	30	1	0	0	307.601000	357.954912	119.551200	10.928972	-1	###LINE###
5	3	30	1	0	0	307.60	357.95	39.85	9.96	100	結果は表
5	3	30	1	0	1	349.94	359.92	4.98	8.97	100	3
5	3	30	1	0	2	357.41	357.95	69.74	9.96	100	の通りである．
3	3	31	0	0	0	307.601000	381.702571	15.620681	10.642291	-1	###FLOW###
4	3	31	0	0	0	307.601000	381.702571	15.620681	10.642291	-1	###LINE###
5	3	31	0	0	0	307.60	381.70	15.62	10.64	100	4.1
3	3	32	0	0	0	335.176000	379.374424	167.372800	11.955200	-1	###FLOW###
4	3	32	0	0	0	335.176000	379.374424	167.372800	11.955200	-1	###LINE###
5	3	32	0	0	0	335.18	379.37	167.37	11.96	100	全ての質問応答で学習した場合
3	3	33	0	0	0	56.693000	402.785912	230.975891	10.928972	-1	###FLOW###
4	3	33	0	0	0	56.693000	402.785912	230.975891	10.928972	-1	###LINE###
5	3	33	0	0	0	56.69	402.79	138.30	9.96	100	使用した．入力画像には，PDF
5	3	33	0	0	1	197.54	402.79	9.96	9.96	100	の
5	3	33	0	0	2	210.05	404.75	4.98	8.97	100	1
5	3	33	0	0	3	217.58	402.79	70.09	9.96	100	ページ全体の画
3	3	34	0	0	0	317.563000	402.785912	221.010318	9.962600	-1	###FLOW###
4	3	34	0	0	0	317.563000	402.785912	221.010318	9.962600	-1	###LINE###
5	3	34	0	0	0	317.56	402.79	221.01	9.96	100	解答不能問題を含めた全ての学習データで学習
3	3	35	0	0	0	56.693000	417.729912	230.972918	9.962600	-1	###FLOW###
4	3	35	0	0	0	56.693000	417.729912	230.972918	9.962600	-1	###LINE###
5	3	35	0	0	0	56.69	417.73	230.97	9.96	100	像，矩形の解答根拠箇所を結合した画像，白画像の
3	3	36	0	0	0	307.601000	417.729912	230.972918	9.962600	-1	###FLOW###
4	3	36	0	0	0	307.601000	417.729912	230.972918	9.962600	-1	###LINE###
5	3	36	0	0	0	307.60	417.73	230.97	9.96	100	し，テストセットに解答不能問題を含む場合と含ま
3	3	37	0	0	0	56.693000	432.673912	230.980893	10.928972	-1	###FLOW###
4	3	37	0	0	0	56.693000	432.673912	230.980893	10.928972	-1	###LINE###
5	3	37	0	0	0	56.69	434.64	4.98	8.97	100	3
5	3	37	0	0	1	64.42	432.67	152.49	9.96	100	種類を用いた．入力画像サイズは
5	3	37	0	0	2	219.66	434.64	34.87	8.97	100	800x600
5	3	37	0	0	3	257.28	432.67	30.40	9.96	100	ピクセ
3	3	38	0	0	0	307.601000	432.673912	230.979026	10.928972	-1	###FLOW###
4	3	38	0	0	0	307.601000	432.673912	230.979026	10.928972	-1	###LINE###
5	3	38	0	0	0	307.60	432.67	50.22	9.96	100	ない場合の
5	3	38	0	0	1	360.42	434.64	4.98	8.97	100	2
5	3	38	0	0	2	367.99	432.67	120.47	9.96	100	通りでテストを行った．表
5	3	38	0	0	3	491.06	434.64	4.98	8.97	100	2
5	3	38	0	0	4	498.63	432.67	39.95	9.96	100	にて，解
3	3	39	0	0	0	56.693000	447.617912	230.972918	9.962600	-1	###FLOW###
4	3	39	0	0	0	56.693000	447.617912	230.972918	9.962600	-1	###LINE###
5	3	39	0	0	0	56.69	447.62	230.97	9.96	100	ルに統一した．モデルの入力制限のため，入力トー
3	3	40	0	0	0	307.601000	447.617912	235.954218	9.962600	-1	###FLOW###
4	3	40	0	0	0	307.601000	447.617912	235.954218	9.962600	-1	###LINE###
5	3	40	0	0	0	307.60	447.62	235.95	9.96	100	答不能問題を含む全てのデータで学習をした場合，
3	3	41	0	0	0	56.693000	462.561912	139.476800	10.928972	-1	###FLOW###
4	3	41	0	0	0	56.693000	462.561912	139.476800	10.928972	-1	###LINE###
5	3	41	0	0	0	56.69	462.56	39.85	9.96	100	クン数は
5	3	41	0	0	1	99.03	464.52	14.94	8.97	100	512
5	3	41	0	0	2	116.47	462.56	79.70	9.96	100	トークンとした．
3	3	42	0	0	0	307.601000	462.561912	230.981535	9.962600	-1	###FLOW###
4	3	42	0	0	0	307.601000	462.561912	230.981535	9.962600	-1	###LINE###
5	3	42	0	0	0	307.60	462.56	230.98	9.96	100	特にパラメータ数の大きいモデルにおいて，OpenAI
3	3	43	0	0	0	66.656000	477.505912	122.379351	10.808636	-1	###FLOW###
4	3	43	0	0	0	66.656000	477.505912	122.379351	10.808636	-1	###LINE###
5	3	43	0	0	0	66.66	479.45	33.30	8.87	100	OpenAI
5	3	43	0	0	1	102.95	479.45	19.25	8.87	100	GPT
5	3	43	0	0	2	125.46	477.51	63.57	9.96	100	ベースライン
3	3	44	0	0	0	199.006000	477.505912	88.662115	10.928972	-1	###FLOW###
4	3	44	0	0	0	199.006000	477.505912	88.662115	10.928972	-1	###LINE###
5	3	44	0	0	0	199.01	479.47	32.09	8.97	100	OpenAI
5	3	44	0	0	1	234.19	479.47	18.82	8.97	100	GPT
5	3	44	0	0	2	256.27	477.51	31.40	9.96	100	の性能
3	3	45	0	0	0	307.601000	477.505912	230.981600	10.928972	-1	###FLOW###
4	3	45	0	0	0	307.601000	477.505912	230.981600	10.928972	-1	###LINE###
5	3	45	0	0	0	307.60	477.51	9.96	9.96	100	の
5	3	45	0	0	1	319.58	479.47	57.59	8.97	100	gpt-3.5，gpt-4
5	3	45	0	0	2	379.18	477.51	159.40	9.96	100	モデル以上の精度が出ることがわか
3	3	46	0	0	0	56.693000	492.449912	230.977680	10.928972	-1	###FLOW###
4	3	46	0	0	0	56.693000	492.449912	230.977680	10.928972	-1	###LINE###
5	3	46	0	0	0	56.69	492.45	151.74	9.96	100	と比較するため，gpt-3.5-turbo-16k
5	3	46	0	0	1	211.08	492.45	9.96	9.96	100	と
5	3	46	0	0	2	223.69	494.41	21.03	8.97	100	gpt-4
5	3	46	0	0	3	247.36	492.45	40.31	9.96	100	を使用し
3	3	47	0	0	0	307.601000	492.449912	235.963200	10.928972	-1	###FLOW###
4	3	47	0	0	0	307.601000	492.449912	235.963200	10.928972	-1	###LINE###
5	3	47	0	0	0	307.60	492.45	205.27	9.96	100	る．解答不能問題ありでテストした場合（表
5	3	47	0	0	1	515.77	494.41	4.98	8.97	100	2
5	3	47	0	0	2	523.64	492.45	19.93	9.96	100	左）
3	3	48	0	0	0	56.693000	507.393912	230.980413	9.962600	-1	###FLOW###
4	3	48	0	0	0	56.693000	507.393912	230.980413	9.962600	-1	###LINE###
5	3	48	0	0	0	56.69	507.39	9.96	9.96	100	た
5	3	48	0	0	1	66.66	507.58	10.91	6.55	100	2）
5	3	48	0	0	2	74.43	507.39	28.78	9.96	100	．GPT
5	3	48	0	0	3	105.85	507.39	181.83	9.96	100	モデルについては学習セットを利用した
3	3	49	0	0	0	307.601000	507.393912	230.989391	10.928972	-1	###FLOW###
4	3	49	0	0	0	307.601000	507.393912	230.989391	10.928972	-1	###LINE###
5	3	49	0	0	0	307.60	507.39	127.20	9.96	100	となしでテストした場合（表
5	3	49	0	0	1	436.71	509.36	4.98	8.97	100	2
5	3	49	0	0	2	443.60	507.39	94.99	9.96	100	右）では，精度に同じ
3	3	50	0	0	0	56.693000	522.337912	230.972918	9.962600	-1	###FLOW###
4	3	50	0	0	0	56.693000	522.337912	230.972918	9.962600	-1	###LINE###
5	3	50	0	0	0	56.69	522.34	230.97	9.96	100	モデルのチューニングは行わず，なるべく精度のよ
3	3	51	0	0	0	307.601000	522.337912	230.972918	9.962600	-1	###FLOW###
4	3	51	0	0	0	307.601000	522.337912	230.972918	9.962600	-1	###LINE###
5	3	51	0	0	0	307.60	522.34	230.97	9.96	100	傾向が見られるため，全データで学習した場合の振
3	3	52	0	0	0	56.693000	537.281912	235.954218	9.962600	-1	###FLOW###
4	3	52	0	0	0	56.693000	537.281912	235.954218	9.962600	-1	###LINE###
5	3	52	0	0	0	56.69	537.28	235.95	9.96	100	いプロンプトテンプレートを人手で作成した上で，
3	3	53	0	0	0	307.600000	537.281912	230.982189	9.962600	-1	###FLOW###
4	3	53	0	0	0	307.600000	537.281912	230.982189	9.962600	-1	###LINE###
5	3	53	0	0	0	307.60	537.28	230.98	9.96	100	る舞いが似ていることがわかる．また、Llama-2-7B
3	3	54	0	0	0	56.693000	552.225912	149.439000	9.962600	-1	###FLOW###
4	3	54	0	0	0	56.693000	552.225912	149.439000	9.962600	-1	###LINE###
5	3	54	0	0	0	56.69	552.23	149.44	9.96	100	ゼロショットでの評価を行った．
3	3	55	0	0	0	56.693000	575.973571	15.620681	10.642291	-1	###FLOW###
4	3	55	0	0	0	56.693000	575.973571	15.620681	10.642291	-1	###LINE###
5	3	55	0	0	0	56.69	575.97	15.62	10.64	100	3.2
3	3	56	0	0	0	307.601000	552.225912	230.976953	10.928972	-1	###FLOW###
